"speaker","speaker_gender","chapter","file","audio_length_stutter","audio_length_speech","audio_length_difference","transcription_length","transcription_similarity","stutter_count","interjection_count","repetition_sound_count","repetition_word_count","repetition_phrase_count","prolongation_count","file_path_stutter","file_path_speech"
311,"M",124404,"311-124404-0029",4.305034013605442,4.305034013605442,0.0,13,1.0,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/311/124404/311-124404-0029.flac","LibriSpeech/311/124404/311-124404-0029.flac"
4018,"M",103416,"4018-103416-0007",17.90716553287982,15.75501133786848,2.152154195011338,47,0.9166666666666666,3,0,1,1,0,1,"LibriStutter/LibriStutter Audio/4018/103416/4018-103416-0007.flac","LibriSpeech/4018/103416/4018-103416-0007.flac"
7517,"F",100437,"7517-100437-0020",17.07732426303855,15.39501133786848,1.682312925170068,34,0.96875,1,0,0,0,1,0,"LibriStutter/LibriStutter Audio/7517/100437/7517-100437-0020.flac","LibriSpeech/7517/100437/7517-100437-0020.flac"
4137,"F",11701,"4137-11701-0030",19.10544217687075,15.73501133786848,3.3704308390022693,35,0.8333333333333334,3,0,1,2,0,0,"LibriStutter/LibriStutter Audio/4137/11701/4137-11701-0030.flac","LibriSpeech/4137/11701/4137-11701-0030.flac"
2092,"F",145706,"2092-145706-0060",15.501587301587302,13.17002267573696,2.3315646258503406,39,1.0,2,0,0,2,0,0,"LibriStutter/LibriStutter Audio/2092/145706/2092-145706-0060.flac","LibriSpeech/2092/145706/2092-145706-0060.flac"
1963,"F",147036,"1963-147036-0007",17.644444444444446,15.01501133786848,2.6294331065759646,45,0.9142857142857144,3,0,2,1,0,0,"LibriStutter/LibriStutter Audio/1963/147036/1963-147036-0007.flac","LibriSpeech/1963/147036/1963-147036-0007.flac"
2289,"M",152258,"2289-152258-0007",21.40054421768708,15.62,5.7805442176870745,43,0.9090909090909092,3,0,1,0,2,0,"LibriStutter/LibriStutter Audio/2289/152258/2289-152258-0007.flac","LibriSpeech/2289/152258/2289-152258-0007.flac"
2289,"M",152258,"2289-152258-0021",8.262448979591836,6.17501133786848,2.087437641723356,18,1.0,1,0,0,0,1,0,"LibriStutter/LibriStutter Audio/2289/152258/2289-152258-0021.flac","LibriSpeech/2289/152258/2289-152258-0021.flac"
2989,"F",138028,"2989-138028-0014",15.542630385487527,14.470022675736962,1.0726077097505673,50,0.7906976744186046,1,0,1,0,0,0,"LibriStutter/LibriStutter Audio/2989/138028/2989-138028-0014.flac","LibriSpeech/2989/138028/2989-138028-0014.flac"
3699,"M",47246,"3699-47246-0016",13.72126984126984,11.18,2.541269841269841,21,1.0,2,0,0,2,0,0,"LibriStutter/LibriStutter Audio/3699/47246/3699-47246-0016.flac","LibriSpeech/3699/47246/3699-47246-0016.flac"
4830,"M",25898,"4830-25898-0001",15.883990929705217,14.630022675736962,1.253968253968253,40,0.8823529411764706,1,0,0,1,0,0,"LibriStutter/LibriStutter Audio/4830/25898/4830-25898-0001.flac","LibriSpeech/4830/25898/4830-25898-0001.flac"
2989,"F",138028,"2989-138028-0041",2.26,2.26,0.0,8,0.7142857142857143,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/2989/138028/2989-138028-0041.flac","LibriSpeech/2989/138028/2989-138028-0041.flac"
412,"M",126975,"412-126975-0071",16.963990929705215,15.38,1.5839909297052142,30,0.8275862068965517,3,0,2,0,0,1,"LibriStutter/LibriStutter Audio/412/126975/412-126975-0071.flac","LibriSpeech/412/126975/412-126975-0071.flac"
6437,"M",66172,"6437-66172-0041",17.139455782312925,14.725034013605445,2.4144217687074825,42,0.8888888888888888,3,0,0,2,0,1,"LibriStutter/LibriStutter Audio/6437/66172/6437-66172-0041.flac","LibriSpeech/6437/66172/6437-66172-0041.flac"
1963,"F",142776,"1963-142776-0008",10.779183673469388,7.045034013605442,3.734149659863946,17,0.8571428571428571,1,0,0,0,1,0,"LibriStutter/LibriStutter Audio/1963/142776/1963-142776-0008.flac","LibriSpeech/1963/142776/1963-142776-0008.flac"
2518,"M",154825,"2518-154825-0006",16.961360544217687,13.75501133786848,3.2063492063492056,41,1.0,3,0,1,1,1,0,"LibriStutter/LibriStutter Audio/2518/154825/2518-154825-0006.flac","LibriSpeech/2518/154825/2518-154825-0006.flac"
1334,"M",135589,"1334-135589-0074",20.07705215419501,14.790022675736962,5.2870294784580505,37,0.9333333333333332,3,0,1,0,2,0,"LibriStutter/LibriStutter Audio/1334/135589/1334-135589-0074.flac","LibriSpeech/1334/135589/1334-135589-0074.flac"
1963,"F",142393,"1963-142393-0023",13.68,13.68,0.0,33,0.7619047619047619,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/1963/142393/1963-142393-0023.flac","LibriSpeech/1963/142393/1963-142393-0023.flac"
1867,"M",154071,"1867-154071-0006",9.647210884353742,8.92,0.7272108843537417,24,0.9047619047619048,2,0,1,0,0,1,"LibriStutter/LibriStutter Audio/1867/154071/1867-154071-0006.flac","LibriSpeech/1867/154071/1867-154071-0006.flac"
7067,"M",76047,"7067-76047-0017",13.705034013605442,13.705034013605442,0.0,46,0.9032258064516128,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/7067/76047/7067-76047-0017.flac","LibriSpeech/7067/76047/7067-76047-0017.flac"
1926,"F",143879,"1926-143879-0029",3.9950113378684806,3.9950113378684806,0.0,11,0.9090909090909092,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/1926/143879/1926-143879-0029.flac","LibriSpeech/1926/143879/1926-143879-0029.flac"
2092,"F",145709,"2092-145709-0014",18.07328798185941,15.34,2.733287981859412,31,0.925925925925926,3,0,0,1,0,2,"LibriStutter/LibriStutter Audio/2092/145709/2092-145709-0014.flac","LibriSpeech/2092/145709/2092-145709-0014.flac"
4788,"M",94904,"4788-94904-0010",15.754331065759636,15.17501133786848,0.5793197278911553,39,0.9230769230769232,2,0,1,0,0,1,"LibriStutter/LibriStutter Audio/4788/94904/4788-94904-0010.flac","LibriSpeech/4788/94904/4788-94904-0010.flac"
412,"M",126975,"412-126975-0081",15.807256235827664,14.65501133786848,1.152244897959184,33,0.8333333333333334,1,0,1,0,0,0,"LibriStutter/LibriStutter Audio/412/126975/412-126975-0081.flac","LibriSpeech/412/126975/412-126975-0081.flac"
1743,"M",142913,"1743-142913-0019",15.11501133786848,15.11501133786848,0.0,52,0.9767441860465116,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/1743/142913/1743-142913-0019.flac","LibriSpeech/1743/142913/1743-142913-0019.flac"
5393,"F",19219,"5393-19219-0034",11.099138321995463,9.25002267573696,1.849115646258504,25,0.875,2,0,1,1,0,0,"LibriStutter/LibriStutter Audio/5393/19219/5393-19219-0034.flac","LibriSpeech/5393/19219/5393-19219-0034.flac"
3240,"M",131232,"3240-131232-0013",12.13501133786848,12.13501133786848,0.0,32,0.92,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/3240/131232/3240-131232-0013.flac","LibriSpeech/3240/131232/3240-131232-0013.flac"
7067,"M",76048,"7067-76048-0012",18.22126984126984,13.470022675736962,4.751247165532879,39,0.9117647058823528,2,0,0,1,1,0,"LibriStutter/LibriStutter Audio/7067/76048/7067-76048-0012.flac","LibriSpeech/7067/76048/7067-76048-0012.flac"
7780,"F",274562,"7780-274562-0092",14.6,14.6,0.0,30,0.8260869565217391,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/7780/274562/7780-274562-0092.flac","LibriSpeech/7780/274562/7780-274562-0092.flac"
1867,"M",154071,"1867-154071-0017",20.102267573696142,16.350022675736962,3.752244897959184,46,0.8823529411764706,3,0,0,2,1,0,"LibriStutter/LibriStutter Audio/1867/154071/1867-154071-0017.flac","LibriSpeech/1867/154071/1867-154071-0017.flac"
3240,"M",131231,"3240-131231-0081",8.19501133786848,7.555011337868481,0.6399999999999997,23,0.8421052631578947,1,0,0,0,0,1,"LibriStutter/LibriStutter Audio/3240/131231/3240-131231-0081.flac","LibriSpeech/3240/131231/3240-131231-0081.flac"
7113,"F",86041,"7113-86041-0051",12.842312925170068,11.785034013605442,1.0572789115646266,33,0.9615384615384616,2,0,1,1,0,0,"LibriStutter/LibriStutter Audio/7113/86041/7113-86041-0051.flac","LibriSpeech/7113/86041/7113-86041-0051.flac"
5561,"F",41615,"5561-41615-0019",15.970022675736962,15.970022675736962,0.0,53,0.8604651162790697,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/5561/41615/5561-41615-0019.flac","LibriSpeech/5561/41615/5561-41615-0019.flac"
1963,"F",142393,"1963-142393-0010",16.627573696145124,14.205034013605442,2.422539682539682,37,0.8064516129032258,3,0,0,1,1,1,"LibriStutter/LibriStutter Audio/1963/142393/1963-142393-0010.flac","LibriSpeech/1963/142393/1963-142393-0010.flac"
311,"M",124404,"311-124404-0108",13.64,13.64,0.0,38,0.7666666666666667,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/311/124404/311-124404-0108.flac","LibriSpeech/311/124404/311-124404-0108.flac"
2092,"F",145706,"2092-145706-0050",13.65002267573696,13.25002267573696,0.4000000000000003,33,0.896551724137931,2,0,0,0,0,2,"LibriStutter/LibriStutter Audio/2092/145706/2092-145706-0050.flac","LibriSpeech/2092/145706/2092-145706-0050.flac"
2092,"F",145706,"2092-145706-0010",16.374603174603173,14.130022675736962,2.2445804988662115,41,0.935483870967742,3,0,0,0,1,2,"LibriStutter/LibriStutter Audio/2092/145706/2092-145706-0010.flac","LibriSpeech/2092/145706/2092-145706-0010.flac"
1963,"F",147036,"1963-147036-0015",16.893106575963717,14.075011337868482,2.8180952380952355,36,0.8484848484848485,3,0,0,2,1,0,"LibriStutter/LibriStutter Audio/1963/147036/1963-147036-0015.flac","LibriSpeech/1963/147036/1963-147036-0015.flac"
5390,"M",30096,"5390-30096-0029",8.38204081632653,6.995011337868481,1.3870294784580492,18,0.8888888888888888,1,0,0,0,1,0,"LibriStutter/LibriStutter Audio/5390/30096/5390-30096-0029.flac","LibriSpeech/5390/30096/5390-30096-0029.flac"
4018,"M",107312,"4018-107312-0007",14.810022675736962,14.810022675736962,0.0,37,0.875,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/4018/107312/4018-107312-0007.flac","LibriSpeech/4018/107312/4018-107312-0007.flac"
5390,"M",24512,"5390-24512-0047",13.625034013605442,13.625034013605442,0.0,41,0.8823529411764706,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/5390/24512/5390-24512-0047.flac","LibriSpeech/5390/24512/5390-24512-0047.flac"
2836,"F",5354,"2836-5354-0007",15.425034013605442,15.425034013605442,0.0,42,0.9310344827586208,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/2836/5354/2836-5354-0007.flac","LibriSpeech/2836/5354/2836-5354-0007.flac"
2989,"F",138028,"2989-138028-0059",6.3900680272108845,6.230068027210884,0.1600000000000001,19,0.8823529411764706,1,0,0,0,0,1,"LibriStutter/LibriStutter Audio/2989/138028/2989-138028-0059.flac","LibriSpeech/2989/138028/2989-138028-0059.flac"
2289,"M",152253,"2289-152253-0025",7.003446712018141,5.68,1.323446712018141,15,1.0,1,0,0,0,1,0,"LibriStutter/LibriStutter Audio/2289/152253/2289-152253-0025.flac","LibriSpeech/2289/152253/2289-152253-0025.flac"
4137,"F",11702,"4137-11702-0036",16.8962358276644,15.810022675736962,1.0862131519274367,41,0.868421052631579,1,0,0,0,1,0,"LibriStutter/LibriStutter Audio/4137/11702/4137-11702-0036.flac","LibriSpeech/4137/11702/4137-11702-0036.flac"
5393,"F",19218,"5393-19218-0028",16.648480725623582,14.025034013605442,2.62344671201814,42,0.868421052631579,1,0,0,0,1,0,"LibriStutter/LibriStutter Audio/5393/19218/5393-19218-0028.flac","LibriSpeech/5393/19218/5393-19218-0028.flac"
1334,"M",135589,"1334-135589-0070",17.330022675736963,15.970022675736962,1.3600000000000012,36,0.8235294117647058,3,0,0,0,0,3,"LibriStutter/LibriStutter Audio/1334/135589/1334-135589-0070.flac","LibriSpeech/1334/135589/1334-135589-0070.flac"
289,"F",121665,"289-121665-0020",23.284081632653063,15.530022675736962,7.754058956916101,49,0.75,3,0,1,0,2,0,"LibriStutter/LibriStutter Audio/289/121665/289-121665-0020.flac","LibriSpeech/289/121665/289-121665-0020.flac"
5393,"F",19219,"5393-19219-0009",13.44,13.44,0.0,29,0.8148148148148148,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/5393/19219/5393-19219-0009.flac","LibriSpeech/5393/19219/5393-19219-0009.flac"
2989,"F",138035,"2989-138035-0058",15.842222222222222,15.04503401360544,0.797188208616781,39,0.8055555555555556,2,0,1,0,0,1,"LibriStutter/LibriStutter Audio/2989/138035/2989-138035-0058.flac","LibriSpeech/2989/138035/2989-138035-0058.flac"
1867,"M",148436,"1867-148436-0026",2.435011337868481,2.435011337868481,0.0,7,1.0,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/1867/148436/1867-148436-0026.flac","LibriSpeech/1867/148436/1867-148436-0026.flac"
412,"M",126975,"412-126975-0027",15.950022675736962,15.950022675736962,0.0,35,0.875,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/412/126975/412-126975-0027.flac","LibriSpeech/412/126975/412-126975-0027.flac"
5456,"M",58161,"5456-58161-0009",15.91501133786848,15.59501133786848,0.3200000000000003,50,0.7272727272727273,1,0,0,0,0,1,"LibriStutter/LibriStutter Audio/5456/58161/5456-58161-0009.flac","LibriSpeech/5456/58161/5456-58161-0009.flac"
2436,"M",2476,"2436-2476-0002",14.487392290249431,13.525034013605442,0.9623582766439912,41,0.9,1,0,0,0,1,0,"LibriStutter/LibriStutter Audio/2436/2476/2436-2476-0002.flac","LibriSpeech/2436/2476/2436-2476-0002.flac"
625,"M",132118,"625-132118-0006",15.607709750566894,14.64,0.9677097505668932,26,0.9166666666666666,2,0,1,1,0,0,"LibriStutter/LibriStutter Audio/625/132118/625-132118-0006.flac","LibriSpeech/625/132118/625-132118-0006.flac"
412,"M",126975,"412-126975-0009",14.54503401360544,14.54503401360544,0.0,28,1.0,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/412/126975/412-126975-0009.flac","LibriSpeech/412/126975/412-126975-0009.flac"
4788,"M",91208,"4788-91208-0028",11.92154195011338,10.17501133786848,1.7465306122448985,27,0.8695652173913043,2,0,0,1,0,1,"LibriStutter/LibriStutter Audio/4788/91208/4788-91208-0028.flac","LibriSpeech/4788/91208/4788-91208-0028.flac"
6925,"M",80680,"6925-80680-0014",14.432743764172336,12.290022675736962,2.1427210884353745,44,0.9696969696969696,2,0,1,1,0,0,"LibriStutter/LibriStutter Audio/6925/80680/6925-80680-0014.flac","LibriSpeech/6925/80680/6925-80680-0014.flac"
445,"M",123860,"445-123860-0021",18.53804988662132,14.38,4.158049886621315,21,0.9047619047619048,3,0,1,1,1,0,"LibriStutter/LibriStutter Audio/445/123860/445-123860-0021.flac","LibriSpeech/445/123860/445-123860-0021.flac"
6925,"M",80680,"6925-80680-0015",5.910249433106576,5.0,0.9102494331065758,19,0.9473684210526316,1,0,1,0,0,0,"LibriStutter/LibriStutter Audio/6925/80680/6925-80680-0015.flac","LibriSpeech/6925/80680/6925-80680-0015.flac"
4137,"F",11701,"4137-11701-0049",14.837142857142856,13.605034013605442,1.2321088435374143,37,0.9375,2,0,0,1,0,1,"LibriStutter/LibriStutter Audio/4137/11701/4137-11701-0049.flac","LibriSpeech/4137/11701/4137-11701-0049.flac"
2289,"M",152258,"2289-152258-0028",14.719501133786848,10.305034013605445,4.4144671201814045,25,0.8181818181818182,2,0,0,1,1,0,"LibriStutter/LibriStutter Audio/2289/152258/2289-152258-0028.flac","LibriSpeech/2289/152258/2289-152258-0028.flac"
2893,"M",139322,"2893-139322-0039",12.369342403628115,12.01002267573696,0.3593197278911564,39,0.8518518518518519,1,0,1,0,0,0,"LibriStutter/LibriStutter Audio/2893/139322/2893-139322-0039.flac","LibriSpeech/2893/139322/2893-139322-0039.flac"
5393,"F",19219,"5393-19219-0001",18.260952380952386,14.41002267573696,3.850929705215421,36,0.9333333333333332,3,0,1,0,1,1,"LibriStutter/LibriStutter Audio/5393/19219/5393-19219-0001.flac","LibriSpeech/5393/19219/5393-19219-0001.flac"
7113,"F",86041,"7113-86041-0080",13.38453514739229,11.62,1.7645351473922908,25,0.8636363636363636,2,0,0,1,1,0,"LibriStutter/LibriStutter Audio/7113/86041/7113-86041-0080.flac","LibriSpeech/7113/86041/7113-86041-0080.flac"
3240,"M",131231,"3240-131231-0072",15.60984126984127,13.11501133786848,2.49482993197279,42,0.9722222222222222,3,0,0,2,1,0,"LibriStutter/LibriStutter Audio/3240/131231/3240-131231-0072.flac","LibriSpeech/3240/131231/3240-131231-0072.flac"
7067,"M",76048,"7067-76048-0040",15.405034013605444,15.405034013605444,0.0,41,1.0,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/7067/76048/7067-76048-0040.flac","LibriSpeech/7067/76048/7067-76048-0040.flac"
5456,"M",62043,"5456-62043-0018",15.17002267573696,15.17002267573696,0.0,47,0.8536585365853658,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/5456/62043/5456-62043-0018.flac","LibriSpeech/5456/62043/5456-62043-0018.flac"
4788,"M",94904,"4788-94904-0013",14.805034013605445,14.805034013605445,0.0,48,0.9761904761904762,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/4788/94904/4788-94904-0013.flac","LibriSpeech/4788/94904/4788-94904-0013.flac"
2289,"M",152257,"2289-152257-0006",4.2700226757369615,4.2700226757369615,0.0,13,1.0,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/2289/152257/2289-152257-0006.flac","LibriSpeech/2289/152257/2289-152257-0006.flac"
5456,"M",24741,"5456-24741-0012",16.092743764172337,14.75002267573696,1.3427210884353755,46,0.8571428571428571,3,0,2,0,0,1,"LibriStutter/LibriStutter Audio/5456/24741/5456-24741-0012.flac","LibriSpeech/5456/24741/5456-24741-0012.flac"
1867,"M",154071,"1867-154071-0019",7.5378231292517,5.725034013605442,1.8127891156462583,16,0.8,1,0,0,1,0,0,"LibriStutter/LibriStutter Audio/1867/154071/1867-154071-0019.flac","LibriSpeech/1867/154071/1867-154071-0019.flac"
2952,"M",408,"2952-408-0008",10.34190476190476,9.890022675736962,0.4518820861677994,39,1.0,1,0,1,0,0,0,"LibriStutter/LibriStutter Audio/2952/408/2952-408-0008.flac","LibriSpeech/2952/408/2952-408-0008.flac"
625,"M",132112,"625-132112-0040",16.653378684807254,14.630022675736962,2.0233560090702927,37,0.8275862068965517,1,0,0,0,1,0,"LibriStutter/LibriStutter Audio/625/132112/625-132112-0040.flac","LibriSpeech/625/132112/625-132112-0040.flac"
1088,"F",129236,"1088-129236-0027",14.47501133786848,13.75501133786848,0.7199999999999989,39,0.88,1,0,0,0,0,1,"LibriStutter/LibriStutter Audio/1088/129236/1088-129236-0027.flac","LibriSpeech/1088/129236/1088-129236-0027.flac"
1502,"F",122615,"1502-122615-0032",13.846077097505669,12.92,0.9260770975056688,33,0.75,3,0,0,1,0,2,"LibriStutter/LibriStutter Audio/1502/122615/1502-122615-0032.flac","LibriSpeech/1502/122615/1502-122615-0032.flac"
1502,"F",122619,"1502-122619-0092",12.34,11.62,0.7200000000000006,32,0.896551724137931,2,0,0,0,0,2,"LibriStutter/LibriStutter Audio/1502/122619/1502-122619-0092.flac","LibriSpeech/1502/122619/1502-122619-0092.flac"
2989,"F",138035,"2989-138035-0019",3.1150113378684807,3.1150113378684807,0.0,9,0.7777777777777778,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/2989/138035/2989-138035-0019.flac","LibriSpeech/2989/138035/2989-138035-0019.flac"
1963,"F",142776,"1963-142776-0009",17.878730158730157,15.525034013605442,2.353696145124715,42,0.8823529411764706,3,0,2,0,0,1,"LibriStutter/LibriStutter Audio/1963/142776/1963-142776-0009.flac","LibriSpeech/1963/142776/1963-142776-0009.flac"
5393,"F",19219,"5393-19219-0029",16.71909297052154,15.005034013605442,1.714058956916098,34,0.7586206896551724,2,0,1,1,0,0,"LibriStutter/LibriStutter Audio/5393/19219/5393-19219-0029.flac","LibriSpeech/5393/19219/5393-19219-0029.flac"
6000,"F",86686,"6000-86686-0008",11.550022675736962,11.15002267573696,0.4000000000000003,46,0.8529411764705882,2,0,0,0,0,2,"LibriStutter/LibriStutter Audio/6000/86686/6000-86686-0008.flac","LibriSpeech/6000/86686/6000-86686-0008.flac"
2436,"M",2481,"2436-2481-0026",19.84140589569161,15.67501133786848,4.16639455782313,44,0.7878787878787878,3,0,1,1,1,0,"LibriStutter/LibriStutter Audio/2436/2481/2436-2481-0026.flac","LibriSpeech/2436/2481/2436-2481-0026.flac"
4018,"M",107338,"4018-107338-0005",14.184625850340137,13.310022675736962,0.874603174603175,27,0.84,1,0,0,1,0,0,"LibriStutter/LibriStutter Audio/4018/107338/4018-107338-0005.flac","LibriSpeech/4018/107338/4018-107338-0005.flac"
4830,"M",25904,"4830-25904-0043",14.945034013605442,14.945034013605442,0.0,36,0.90625,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/4830/25904/4830-25904-0043.flac","LibriSpeech/4830/25904/4830-25904-0043.flac"
2836,"F",5354,"2836-5354-0016",18.5687074829932,12.86,5.708707482993198,31,0.8,2,0,0,1,1,0,"LibriStutter/LibriStutter Audio/2836/5354/2836-5354-0016.flac","LibriSpeech/2836/5354/2836-5354-0016.flac"
2893,"M",139310,"2893-139310-0011",19.878231292517007,15.950022675736962,3.928208616780045,34,0.8620689655172413,3,0,1,0,1,1,"LibriStutter/LibriStutter Audio/2893/139310/2893-139310-0011.flac","LibriSpeech/2893/139310/2893-139310-0011.flac"
7113,"F",86041,"7113-86041-0085",2.295011337868481,2.295011337868481,0.0,7,0.7142857142857143,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/7113/86041/7113-86041-0085.flac","LibriSpeech/7113/86041/7113-86041-0085.flac"
5561,"F",41615,"5561-41615-0041",17.294467120181405,14.485034013605445,2.8094331065759626,49,0.9,2,0,0,1,1,0,"LibriStutter/LibriStutter Audio/5561/41615/5561-41615-0041.flac","LibriSpeech/5561/41615/5561-41615-0041.flac"
311,"M",124404,"311-124404-0094",14.320362811791384,12.63501133786848,1.6853514739229034,38,0.9642857142857144,2,0,0,1,0,1,"LibriStutter/LibriStutter Audio/311/124404/311-124404-0094.flac","LibriSpeech/311/124404/311-124404-0094.flac"
5456,"M",24741,"5456-24741-0011",17.421950113378685,16.145034013605443,1.276916099773242,44,0.8181818181818182,3,0,1,0,0,2,"LibriStutter/LibriStutter Audio/5456/24741/5456-24741-0011.flac","LibriSpeech/5456/24741/5456-24741-0011.flac"
412,"M",126975,"412-126975-0068",15.020045351473923,14.705034013605442,0.3150113378684818,37,0.9714285714285714,1,0,1,0,0,0,"LibriStutter/LibriStutter Audio/412/126975/412-126975-0068.flac","LibriSpeech/412/126975/412-126975-0068.flac"
7067,"M",76048,"7067-76048-0044",11.429886621315193,9.485034013605445,1.94485260770975,27,0.7916666666666666,2,0,2,0,0,0,"LibriStutter/LibriStutter Audio/7067/76048/7067-76048-0044.flac","LibriSpeech/7067/76048/7067-76048-0044.flac"
1867,"M",154075,"1867-154075-0026",14.78,14.14,0.6399999999999988,39,0.9411764705882352,1,0,0,0,0,1,"LibriStutter/LibriStutter Audio/1867/154075/1867-154075-0026.flac","LibriSpeech/1867/154075/1867-154075-0026.flac"
4018,"M",103416,"4018-103416-0024",19.633560090702947,13.22,6.413560090702946,35,0.7666666666666667,3,0,0,0,2,1,"LibriStutter/LibriStutter Audio/4018/103416/4018-103416-0024.flac","LibriSpeech/4018/103416/4018-103416-0024.flac"
5561,"F",41615,"5561-41615-0048",4.425034013605442,4.425034013605442,0.0,17,0.9285714285714286,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/5561/41615/5561-41615-0048.flac","LibriSpeech/5561/41615/5561-41615-0048.flac"
7780,"F",274562,"7780-274562-0033",15.7043537414966,14.530022675736962,1.1743310657596364,30,0.76,2,0,0,0,1,1,"LibriStutter/LibriStutter Audio/7780/274562/7780-274562-0033.flac","LibriSpeech/7780/274562/7780-274562-0033.flac"
2836,"F",5354,"2836-5354-0035",20.61501133786848,14.86,5.755011337868481,44,0.9166666666666666,3,0,0,1,2,0,"LibriStutter/LibriStutter Audio/2836/5354/2836-5354-0035.flac","LibriSpeech/2836/5354/2836-5354-0035.flac"
5561,"F",39621,"5561-39621-0006",2.6550113378684808,2.6550113378684808,0.0,10,1.0,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/5561/39621/5561-39621-0006.flac","LibriSpeech/5561/39621/5561-39621-0006.flac"
4788,"M",94904,"4788-94904-0023",15.160861678004537,13.105034013605442,2.055827664399093,34,1.0,2,0,1,1,0,0,"LibriStutter/LibriStutter Audio/4788/94904/4788-94904-0023.flac","LibriSpeech/4788/94904/4788-94904-0023.flac"
311,"M",124404,"311-124404-0102",14.569886621315192,14.290022675736962,0.2798639455782314,44,1.0,1,0,0,1,0,0,"LibriStutter/LibriStutter Audio/311/124404/311-124404-0102.flac","LibriSpeech/311/124404/311-124404-0102.flac"
