"speaker","speaker_gender","chapter","file","audio_length_stutter","audio_length_speech","audio_length_difference","transcription_length","transcription_similarity","stutter_count","interjection_count","repetition_sound_count","repetition_word_count","repetition_phrase_count","prolongation_count","file_path_stutter","file_path_speech"
2092,"F",145709,"2092-145709-0008",21.614240362811792,14.89501133786848,6.719229024943312,35,0.9375,3,0,0,1,2,0,"LibriStutter/LibriStutter Audio/2092/145709/2092-145709-0008.flac","LibriSpeech/2092/145709/2092-145709-0008.flac"
7113,"F",86041,"7113-86041-0107",17.632925170068027,14.33002267573696,3.3029024943310663,37,0.71875,3,0,1,0,1,1,"LibriStutter/LibriStutter Audio/7113/86041/7113-86041-0107.flac","LibriSpeech/7113/86041/7113-86041-0107.flac"
1334,"M",135589,"1334-135589-0033",16.170657596371882,15.34,0.8306575963718821,36,0.9333333333333332,3,0,1,0,0,2,"LibriStutter/LibriStutter Audio/1334/135589/1334-135589-0033.flac","LibriSpeech/1334/135589/1334-135589-0033.flac"
5393,"F",19219,"5393-19219-0041",17.658231292517005,13.36,4.298231292517006,32,0.8333333333333334,3,0,1,2,0,0,"LibriStutter/LibriStutter Audio/5393/19219/5393-19219-0041.flac","LibriSpeech/5393/19219/5393-19219-0041.flac"
1963,"F",142393,"1963-142393-0011",18.245351473922906,16.1,2.1453514739229007,46,0.925,3,0,0,2,0,1,"LibriStutter/LibriStutter Audio/1963/142393/1963-142393-0011.flac","LibriSpeech/1963/142393/1963-142393-0011.flac"
2893,"M",139322,"2893-139322-0033",18.725442176870747,14.190022675736962,4.535419501133784,35,0.76,3,0,2,0,1,0,"LibriStutter/LibriStutter Audio/2893/139322/2893-139322-0033.flac","LibriSpeech/2893/139322/2893-139322-0033.flac"
2989,"F",138035,"2989-138035-0070",20.02063492063492,16.14,3.8806349206349218,44,0.7297297297297297,3,0,1,0,1,1,"LibriStutter/LibriStutter Audio/2989/138035/2989-138035-0070.flac","LibriSpeech/2989/138035/2989-138035-0070.flac"
1743,"M",142912,"1743-142912-0025",16.787392290249432,13.33501133786848,3.4523809523809508,40,0.8484848484848485,2,0,0,0,2,0,"LibriStutter/LibriStutter Audio/1743/142912/1743-142912-0025.flac","LibriSpeech/1743/142912/1743-142912-0025.flac"
1743,"M",142913,"1743-142913-0005",16.208707482993198,14.01501133786848,2.193696145124717,44,0.9411764705882352,2,0,0,2,0,0,"LibriStutter/LibriStutter Audio/1743/142913/1743-142913-0005.flac","LibriSpeech/1743/142913/1743-142913-0005.flac"
6000,"F",55211,"6000-55211-0009",15.98,15.9,0.08,50,0.951219512195122,1,0,0,0,0,1,"LibriStutter/LibriStutter Audio/6000/55211/6000-55211-0009.flac","LibriSpeech/6000/55211/6000-55211-0009.flac"
1926,"F",143879,"1926-143879-0008",7.327528344671202,6.3100226757369615,1.0175056689342403,19,0.7894736842105263,1,0,1,0,0,0,"LibriStutter/LibriStutter Audio/1926/143879/1926-143879-0008.flac","LibriSpeech/1926/143879/1926-143879-0008.flac"
6437,"M",66173,"6437-66173-0056",17.90312925170068,15.12,2.7831292517006805,45,0.8378378378378378,2,0,1,0,1,0,"LibriStutter/LibriStutter Audio/6437/66173/6437-66173-0056.flac","LibriSpeech/6437/66173/6437-66173-0056.flac"
7517,"F",100442,"7517-100442-0001",15.129478458049888,12.165034013605442,2.964444444444444,20,0.9,2,0,1,1,0,0,"LibriStutter/LibriStutter Audio/7517/100442/7517-100442-0001.flac","LibriSpeech/7517/100442/7517-100442-0001.flac"
5678,"M",43302,"5678-43302-0035",18.243356009070293,14.25501133786848,3.988344671201812,29,0.9642857142857144,3,0,1,1,0,1,"LibriStutter/LibriStutter Audio/5678/43302/5678-43302-0035.flac","LibriSpeech/5678/43302/5678-43302-0035.flac"
7517,"F",100442,"7517-100442-0016",18.019818594104308,15.210022675736962,2.809795918367346,29,0.9047619047619048,1,0,0,0,1,0,"LibriStutter/LibriStutter Audio/7517/100442/7517-100442-0016.flac","LibriSpeech/7517/100442/7517-100442-0016.flac"
1867,"M",148436,"1867-148436-0028",17.00984126984127,14.65002267573696,2.359818594104309,42,0.7575757575757576,3,0,1,0,1,1,"LibriStutter/LibriStutter Audio/1867/148436/1867-148436-0028.flac","LibriSpeech/1867/148436/1867-148436-0028.flac"
3699,"M",47246,"3699-47246-0029",16.4318820861678,13.690022675736962,2.7418594104308376,34,0.935483870967742,3,0,0,1,1,1,"LibriStutter/LibriStutter Audio/3699/47246/3699-47246-0029.flac","LibriSpeech/3699/47246/3699-47246-0029.flac"
2518,"M",154826,"2518-154826-0021",19.17773242630385,15.74,3.437732426303855,57,0.813953488372093,3,0,1,0,1,1,"LibriStutter/LibriStutter Audio/2518/154826/2518-154826-0021.flac","LibriSpeech/2518/154826/2518-154826-0021.flac"
5561,"F",41615,"5561-41615-0024",4.7450340136054425,4.7450340136054425,0.0,15,1.0,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/5561/41615/5561-41615-0024.flac","LibriSpeech/5561/41615/5561-41615-0024.flac"
5561,"F",39621,"5561-39621-0023",19.839818594104308,12.43002267573696,7.409795918367347,43,0.9117647058823528,2,0,0,0,2,0,"LibriStutter/LibriStutter Audio/5561/39621/5561-39621-0023.flac","LibriSpeech/5561/39621/5561-39621-0023.flac"
5390,"M",30096,"5390-30096-0030",15.01002267573696,15.01002267573696,0.0,47,0.925,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/5390/30096/5390-30096-0030.flac","LibriSpeech/5390/30096/5390-30096-0030.flac"
2989,"F",138028,"2989-138028-0011",15.865034013605442,15.865034013605442,0.0,53,0.926829268292683,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/2989/138028/2989-138028-0011.flac","LibriSpeech/2989/138028/2989-138028-0011.flac"
2092,"F",145706,"2092-145706-0065",21.46961451247165,15.76,5.709614512471655,40,0.9705882352941176,3,0,0,1,2,0,"LibriStutter/LibriStutter Audio/2092/145706/2092-145706-0065.flac","LibriSpeech/2092/145706/2092-145706-0065.flac"
6000,"F",55211,"6000-55211-0060",17.284036281179137,15.88,1.4040362811791365,47,0.95,2,0,0,1,0,1,"LibriStutter/LibriStutter Audio/6000/55211/6000-55211-0060.flac","LibriSpeech/6000/55211/6000-55211-0060.flac"
5456,"M",62043,"5456-62043-0013",7.173197278911565,5.7,1.4731972789115648,15,0.9333333333333332,1,0,0,0,1,0,"LibriStutter/LibriStutter Audio/5456/62043/5456-62043-0013.flac","LibriSpeech/5456/62043/5456-62043-0013.flac"
6925,"M",80680,"6925-80680-0010",18.10367346938776,16.63002267573696,1.473650793650794,58,1.0,1,0,0,1,0,0,"LibriStutter/LibriStutter Audio/6925/80680/6925-80680-0010.flac","LibriSpeech/6925/80680/6925-80680-0010.flac"
1334,"M",135589,"1334-135589-0081",14.95496598639456,14.95496598639456,0.0,39,0.8666666666666667,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/1334/135589/1334-135589-0081.flac","LibriSpeech/1334/135589/1334-135589-0081.flac"
5561,"F",41616,"5561-41616-0007",17.13691609977324,15.130022675736962,2.00689342403628,56,0.8723404255319149,2,0,0,0,1,1,"LibriStutter/LibriStutter Audio/5561/41616/5561-41616-0007.flac","LibriSpeech/5561/41616/5561-41616-0007.flac"
1334,"M",135589,"1334-135589-0047",19.98312925170068,16.445034013605444,3.538095238095238,40,0.9032258064516128,3,0,1,1,0,1,"LibriStutter/LibriStutter Audio/1334/135589/1334-135589-0047.flac","LibriSpeech/1334/135589/1334-135589-0047.flac"
7780,"F",274562,"7780-274562-0055",15.97501133786848,15.97501133786848,0.0,41,0.90625,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/7780/274562/7780-274562-0055.flac","LibriSpeech/7780/274562/7780-274562-0055.flac"
1743,"M",142914,"1743-142914-0020",8.017278911564626,6.725034013605442,1.2922448979591836,21,0.85,1,0,0,0,1,0,"LibriStutter/LibriStutter Audio/1743/142914/1743-142914-0020.flac","LibriSpeech/1743/142914/1743-142914-0020.flac"
625,"M",132112,"625-132112-0043",12.469886621315192,11.575011337868482,0.8948752834467104,36,0.8275862068965517,2,0,1,0,0,1,"LibriStutter/LibriStutter Audio/625/132112/625-132112-0043.flac","LibriSpeech/625/132112/625-132112-0043.flac"
2007,"F",132570,"2007-132570-0001",17.232426303854876,14.17501133786848,3.0574149659863945,35,0.9310344827586208,3,0,0,1,1,1,"LibriStutter/LibriStutter Audio/2007/132570/2007-132570-0001.flac","LibriSpeech/2007/132570/2007-132570-0001.flac"
7067,"M",76047,"7067-76047-0017",13.705034013605442,13.705034013605442,0.0,46,0.9032258064516128,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/7067/76047/7067-76047-0017.flac","LibriSpeech/7067/76047/7067-76047-0017.flac"
6437,"M",66173,"6437-66173-0021",12.020181405895691,8.285034013605442,3.7351473922902496,17,0.7333333333333333,1,0,0,0,1,0,"LibriStutter/LibriStutter Audio/6437/66173/6437-66173-0021.flac","LibriSpeech/6437/66173/6437-66173-0021.flac"
1867,"M",148436,"1867-148436-0013",15.20734693877551,13.69501133786848,1.5123356009070292,38,1.0,1,0,0,1,0,0,"LibriStutter/LibriStutter Audio/1867/148436/1867-148436-0013.flac","LibriSpeech/1867/148436/1867-148436-0013.flac"
311,"M",124404,"311-124404-0000",15.769433106575963,13.63501133786848,2.134421768707483,37,0.8709677419354839,3,0,1,1,0,1,"LibriStutter/LibriStutter Audio/311/124404/311-124404-0000.flac","LibriSpeech/311/124404/311-124404-0000.flac"
5456,"M",62043,"5456-62043-0029",6.710022675736962,6.710022675736962,0.0,18,0.8125,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/5456/62043/5456-62043-0029.flac","LibriSpeech/5456/62043/5456-62043-0029.flac"
2007,"F",149877,"2007-149877-0047",15.29501133786848,15.29501133786848,0.0,44,0.9411764705882352,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/2007/149877/2007-149877-0047.flac","LibriSpeech/2007/149877/2007-149877-0047.flac"
3699,"M",47246,"3699-47246-0016",13.72126984126984,11.18,2.541269841269841,21,1.0,2,0,0,2,0,0,"LibriStutter/LibriStutter Audio/3699/47246/3699-47246-0016.flac","LibriSpeech/3699/47246/3699-47246-0016.flac"
2289,"M",152253,"2289-152253-0028",7.254829931972789,6.265034013605442,0.9897959183673466,15,1.0,1,0,0,1,0,0,"LibriStutter/LibriStutter Audio/2289/152253/2289-152253-0028.flac","LibriSpeech/2289/152253/2289-152253-0028.flac"
2289,"M",152257,"2289-152257-0022",7.115011337868481,7.035011337868481,0.08,22,0.8947368421052632,1,0,0,0,0,1,"LibriStutter/LibriStutter Audio/2289/152257/2289-152257-0022.flac","LibriSpeech/2289/152257/2289-152257-0022.flac"
5390,"M",24512,"5390-24512-0039",21.660362811791384,15.165034013605442,6.495328798185941,39,0.967741935483871,3,0,0,2,1,0,"LibriStutter/LibriStutter Audio/5390/24512/5390-24512-0039.flac","LibriSpeech/5390/24512/5390-24512-0039.flac"
445,"M",123860,"445-123860-0004",13.447210884353742,12.24,1.207210884353742,29,0.8928571428571429,2,0,1,1,0,0,"LibriStutter/LibriStutter Audio/445/123860/445-123860-0004.flac","LibriSpeech/445/123860/445-123860-0004.flac"
6437,"M",66172,"6437-66172-0041",17.139455782312925,14.725034013605445,2.4144217687074825,42,0.8888888888888888,3,0,0,2,0,1,"LibriStutter/LibriStutter Audio/6437/66172/6437-66172-0041.flac","LibriSpeech/6437/66172/6437-66172-0041.flac"
4853,"F",27670,"4853-27670-0026",14.79079365079365,12.41002267573696,2.3807709750566897,37,0.78125,2,0,2,0,0,0,"LibriStutter/LibriStutter Audio/4853/27670/4853-27670-0026.flac","LibriSpeech/4853/27670/4853-27670-0026.flac"
4137,"F",11701,"4137-11701-0012",14.738503401360544,14.005034013605442,0.7334693877551022,44,0.9166666666666666,1,0,0,1,0,0,"LibriStutter/LibriStutter Audio/4137/11701/4137-11701-0012.flac","LibriSpeech/4137/11701/4137-11701-0012.flac"
4137,"F",11702,"4137-11702-0058",13.61501133786848,13.61501133786848,0.0,36,0.9428571428571428,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/4137/11702/4137-11702-0058.flac","LibriSpeech/4137/11702/4137-11702-0058.flac"
7517,"F",100429,"7517-100429-0029",16.20503401360544,16.125034013605443,0.0799999999999983,35,1.0,1,0,0,0,0,1,"LibriStutter/LibriStutter Audio/7517/100429/7517-100429-0029.flac","LibriSpeech/7517/100429/7517-100429-0029.flac"
103,"F",1240,"103-1240-0036",13.312018140589569,12.52,0.792018140589569,31,0.9666666666666668,2,0,2,0,0,0,"LibriStutter/LibriStutter Audio/103/1240/103-1240-0036.flac","LibriSpeech/103/1240/103-1240-0036.flac"
2893,"M",139322,"2893-139322-0003",15.089160997732426,12.505034013605442,2.584126984126984,38,0.9333333333333332,1,0,0,0,1,0,"LibriStutter/LibriStutter Audio/2893/139322/2893-139322-0003.flac","LibriSpeech/2893/139322/2893-139322-0003.flac"
2952,"M",410,"2952-410-0029",14.954421768707483,13.04503401360544,1.909387755102042,38,0.84375,3,0,0,1,1,1,"LibriStutter/LibriStutter Audio/2952/410/2952-410-0029.flac","LibriSpeech/2952/410/2952-410-0029.flac"
2836,"F",5355,"2836-5355-0029",17.99918367346939,14.585034013605442,3.4141496598639467,40,0.8888888888888888,2,0,0,1,1,0,"LibriStutter/LibriStutter Audio/2836/5355/2836-5355-0029.flac","LibriSpeech/2836/5355/2836-5355-0029.flac"
2893,"M",139310,"2893-139310-0015",14.08,14.08,0.0,38,0.9642857142857144,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/2893/139310/2893-139310-0015.flac","LibriSpeech/2893/139310/2893-139310-0015.flac"
5678,"M",43302,"5678-43302-0005",17.68390022675737,15.125034013605442,2.558866213151928,39,0.90625,3,0,0,1,2,0,"LibriStutter/LibriStutter Audio/5678/43302/5678-43302-0005.flac","LibriSpeech/5678/43302/5678-43302-0005.flac"
2989,"F",138028,"2989-138028-0029",8.89718820861678,8.595011337868481,0.3021768707482994,24,0.7272727272727273,1,0,1,0,0,0,"LibriStutter/LibriStutter Audio/2989/138028/2989-138028-0029.flac","LibriSpeech/2989/138028/2989-138028-0029.flac"
1963,"F",147036,"1963-147036-0013",17.271927437641722,15.86,1.4119274376417223,52,0.9487179487179488,2,0,1,0,1,0,"LibriStutter/LibriStutter Audio/1963/147036/1963-147036-0013.flac","LibriSpeech/1963/147036/1963-147036-0013.flac"
2092,"F",145706,"2092-145706-0083",15.280136054421767,13.54,1.74013605442177,35,0.9,3,0,0,1,0,2,"LibriStutter/LibriStutter Audio/2092/145706/2092-145706-0083.flac","LibriSpeech/2092/145706/2092-145706-0083.flac"
311,"M",124404,"311-124404-0099",19.97124716553288,13.86,6.11124716553288,37,0.8666666666666667,3,0,0,0,2,1,"LibriStutter/LibriStutter Audio/311/124404/311-124404-0099.flac","LibriSpeech/311/124404/311-124404-0099.flac"
7067,"M",76048,"7067-76048-0033",15.909659863945578,11.445034013605442,4.464625850340136,33,1.0,2,0,0,1,1,0,"LibriStutter/LibriStutter Audio/7067/76048/7067-76048-0033.flac","LibriSpeech/7067/76048/7067-76048-0033.flac"
5561,"F",41616,"5561-41616-0028",7.528616780045351,6.72,0.8086167800453516,27,0.8846153846153846,1,0,0,1,0,0,"LibriStutter/LibriStutter Audio/5561/41616/5561-41616-0028.flac","LibriSpeech/5561/41616/5561-41616-0028.flac"
2007,"F",132570,"2007-132570-0035",7.86,7.86,0.0,28,0.8846153846153846,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/2007/132570/2007-132570-0035.flac","LibriSpeech/2007/132570/2007-132570-0035.flac"
2952,"M",410,"2952-410-0020",16.74503401360544,16.74503401360544,0.0,53,0.8222222222222222,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/2952/410/2952-410-0020.flac","LibriSpeech/2952/410/2952-410-0020.flac"
6925,"M",80680,"6925-80680-0054",15.299546485260771,14.25501133786848,1.04453514739229,50,0.9761904761904762,1,0,1,0,0,0,"LibriStutter/LibriStutter Audio/6925/80680/6925-80680-0054.flac","LibriSpeech/6925/80680/6925-80680-0054.flac"
5678,"M",43302,"5678-43302-0018",14.88503401360544,14.88503401360544,0.0,46,0.9743589743589745,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/5678/43302/5678-43302-0018.flac","LibriSpeech/5678/43302/5678-43302-0018.flac"
412,"M",126975,"412-126975-0024",13.282585034013604,12.68,0.6025850340136056,32,0.9642857142857144,1,0,0,1,0,0,"LibriStutter/LibriStutter Audio/412/126975/412-126975-0024.flac","LibriSpeech/412/126975/412-126975-0024.flac"
5393,"F",19219,"5393-19219-0052",12.93501133786848,12.93501133786848,0.0,41,0.9705882352941176,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/5393/19219/5393-19219-0052.flac","LibriSpeech/5393/19219/5393-19219-0052.flac"
5393,"F",19218,"5393-19218-0013",5.38,4.98,0.3999999999999994,14,0.9285714285714286,1,0,0,0,0,1,"LibriStutter/LibriStutter Audio/5393/19218/5393-19218-0013.flac","LibriSpeech/5393/19218/5393-19218-0013.flac"
7067,"M",76048,"7067-76048-0001",18.437913832199545,14.449977324263038,3.9879365079365066,36,0.90625,3,0,1,1,1,0,"LibriStutter/LibriStutter Audio/7067/76048/7067-76048-0001.flac","LibriSpeech/7067/76048/7067-76048-0001.flac"
7113,"F",86041,"7113-86041-0041",13.53360544217687,10.03501133786848,3.49859410430839,27,0.8,2,0,0,1,1,0,"LibriStutter/LibriStutter Audio/7113/86041/7113-86041-0041.flac","LibriSpeech/7113/86041/7113-86041-0041.flac"
4018,"M",107338,"4018-107338-0001",15.858049886621314,14.12,1.7380498866213152,42,0.868421052631579,3,0,0,0,1,2,"LibriStutter/LibriStutter Audio/4018/107338/4018-107338-0001.flac","LibriSpeech/4018/107338/4018-107338-0001.flac"
7067,"M",76048,"7067-76048-0027",17.07845804988662,14.07002267573696,3.0084353741496592,23,0.8260869565217391,3,0,1,0,1,1,"LibriStutter/LibriStutter Audio/7067/76048/7067-76048-0027.flac","LibriSpeech/7067/76048/7067-76048-0027.flac"
6925,"M",80680,"6925-80680-0065",7.186077097505669,6.535011337868481,0.6510657596371887,18,1.0,1,0,1,0,0,0,"LibriStutter/LibriStutter Audio/6925/80680/6925-80680-0065.flac","LibriSpeech/6925/80680/6925-80680-0065.flac"
625,"M",132112,"625-132112-0045",9.73501133786848,9.73501133786848,0.0,27,1.0,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/625/132112/625-132112-0045.flac","LibriSpeech/625/132112/625-132112-0045.flac"
412,"M",126975,"412-126975-0091",17.645895691609976,15.0,2.645895691609976,32,0.8333333333333334,3,0,0,1,1,1,"LibriStutter/LibriStutter Audio/412/126975/412-126975-0091.flac","LibriSpeech/412/126975/412-126975-0091.flac"
1334,"M",135589,"1334-135589-0009",16.666213151927437,15.17002267573696,1.4961904761904758,33,0.7857142857142857,3,0,1,0,0,2,"LibriStutter/LibriStutter Audio/1334/135589/1334-135589-0009.flac","LibriSpeech/1334/135589/1334-135589-0009.flac"
3699,"M",19402,"3699-19402-0001",16.28562358276644,14.805034013605445,1.4805895691609976,34,0.9655172413793104,3,0,2,1,0,0,"LibriStutter/LibriStutter Audio/3699/19402/3699-19402-0001.flac","LibriSpeech/3699/19402/3699-19402-0001.flac"
6000,"F",55211,"6000-55211-0045",18.89922902494331,15.04503401360544,3.854195011337868,42,0.8787878787878788,1,0,0,0,1,0,"LibriStutter/LibriStutter Audio/6000/55211/6000-55211-0045.flac","LibriSpeech/6000/55211/6000-55211-0045.flac"
412,"M",126975,"412-126975-0006",15.305034013605445,15.305034013605445,0.0,34,0.7741935483870968,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/412/126975/412-126975-0006.flac","LibriSpeech/412/126975/412-126975-0006.flac"
2518,"M",154826,"2518-154826-0032",15.252108843537416,14.765034013605442,0.4870748299319736,51,0.8421052631578947,1,0,1,0,0,0,"LibriStutter/LibriStutter Audio/2518/154826/2518-154826-0032.flac","LibriSpeech/2518/154826/2518-154826-0032.flac"
6437,"M",66173,"6437-66173-0033",19.755419501133787,13.750068027210885,6.005351473922902,42,0.972972972972973,3,0,2,0,1,0,"LibriStutter/LibriStutter Audio/6437/66173/6437-66173-0033.flac","LibriSpeech/6437/66173/6437-66173-0033.flac"
625,"M",132112,"625-132112-0003",16.093424036281178,14.59501133786848,1.4984126984126966,38,0.8181818181818182,3,0,2,1,0,0,"LibriStutter/LibriStutter Audio/625/132112/625-132112-0003.flac","LibriSpeech/625/132112/625-132112-0003.flac"
625,"M",132112,"625-132112-0023",14.32190476190476,13.89501133786848,0.4268934240362814,38,0.9411764705882352,1,0,1,0,0,0,"LibriStutter/LibriStutter Audio/625/132112/625-132112-0023.flac","LibriSpeech/625/132112/625-132112-0023.flac"
2436,"M",2477,"2436-2477-0035",17.39736961451247,14.56,2.83736961451247,37,0.8857142857142857,2,0,0,1,1,0,"LibriStutter/LibriStutter Audio/2436/2477/2436-2477-0035.flac","LibriSpeech/2436/2477/2436-2477-0035.flac"
6000,"F",86686,"6000-86686-0017",5.319365079365079,4.8750113378684805,0.4443537414965988,18,0.9411764705882352,1,0,1,0,0,0,"LibriStutter/LibriStutter Audio/6000/86686/6000-86686-0017.flac","LibriSpeech/6000/86686/6000-86686-0017.flac"
103,"F",1240,"103-1240-0048",17.44843537414966,14.77002267573696,2.6784126984127,45,0.825,3,0,0,2,0,1,"LibriStutter/LibriStutter Audio/103/1240/103-1240-0048.flac","LibriSpeech/103/1240/103-1240-0048.flac"
2289,"M",152254,"2289-152254-0012",11.765668934240365,11.29501133786848,0.4706575963718826,29,0.9166666666666666,1,0,0,1,0,0,"LibriStutter/LibriStutter Audio/2289/152254/2289-152254-0012.flac","LibriSpeech/2289/152254/2289-152254-0012.flac"
5678,"M",43302,"5678-43302-0007",17.625804988662132,14.53501133786848,3.0907936507936515,45,0.972972972972973,3,0,1,1,1,0,"LibriStutter/LibriStutter Audio/5678/43302/5678-43302-0007.flac","LibriSpeech/5678/43302/5678-43302-0007.flac"
2436,"M",2477,"2436-2477-0028",16.516689342403627,14.85501133786848,1.6616780045351458,44,0.8421052631578947,3,0,1,1,0,1,"LibriStutter/LibriStutter Audio/2436/2477/2436-2477-0028.flac","LibriSpeech/2436/2477/2436-2477-0028.flac"
1743,"M",142912,"1743-142912-0032",17.40625850340136,14.77501133786848,2.63124716553288,47,0.972972972972973,3,0,2,1,0,0,"LibriStutter/LibriStutter Audio/1743/142912/1743-142912-0032.flac","LibriSpeech/1743/142912/1743-142912-0032.flac"
7780,"F",274562,"7780-274562-0012",13.87501133786848,13.87501133786848,0.0,32,0.9642857142857144,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/7780/274562/7780-274562-0012.flac","LibriSpeech/7780/274562/7780-274562-0012.flac"
1963,"F",142393,"1963-142393-0029",5.785487528344671,5.13501133786848,0.6504761904761907,13,1.0,1,0,0,1,0,0,"LibriStutter/LibriStutter Audio/1963/142393/1963-142393-0029.flac","LibriSpeech/1963/142393/1963-142393-0029.flac"
2893,"M",139310,"2893-139310-0048",18.54299319727891,14.8,3.74299319727891,41,0.9310344827586208,3,0,1,2,0,0,"LibriStutter/LibriStutter Audio/2893/139310/2893-139310-0048.flac","LibriSpeech/2893/139310/2893-139310-0048.flac"
7113,"F",86041,"7113-86041-0052",17.579410430839,16.04503401360544,1.5343764172335597,41,0.9411764705882352,2,0,1,0,1,0,"LibriStutter/LibriStutter Audio/7113/86041/7113-86041-0052.flac","LibriSpeech/7113/86041/7113-86041-0052.flac"
1743,"M",142912,"1743-142912-0028",16.55002267573696,16.55002267573696,0.0,47,0.7380952380952381,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/1743/142912/1743-142912-0028.flac","LibriSpeech/1743/142912/1743-142912-0028.flac"
1926,"F",147979,"1926-147979-0000",18.057596371882084,15.17002267573696,2.8875736961451235,41,0.84375,3,0,1,1,0,1,"LibriStutter/LibriStutter Audio/1926/147979/1926-147979-0000.flac","LibriSpeech/1926/147979/1926-147979-0000.flac"
625,"M",132118,"625-132118-0049",14.940725623582766,13.110022675736962,1.830702947845804,21,0.8888888888888888,2,0,0,0,1,1,"LibriStutter/LibriStutter Audio/625/132118/625-132118-0049.flac","LibriSpeech/625/132118/625-132118-0049.flac"
