"speaker","speaker_gender","chapter","file","audio_length_stutter","audio_length_speech","audio_length_difference","transcription_length","transcription_similarity","stutter_count","interjection_count","repetition_sound_count","repetition_word_count","repetition_phrase_count","prolongation_count","file_path_stutter","file_path_speech"
4137,"F",11701,"4137-11701-0033",4.645034013605442,4.645034013605442,0.0,17,1.0,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/4137/11701/4137-11701-0033.flac","LibriSpeech/4137/11701/4137-11701-0033.flac"
1502,"F",122619,"1502-122619-0015",17.23201814058957,14.24,2.99201814058957,34,0.7575757575757576,3,0,3,0,0,0,"LibriStutter/LibriStutter Audio/1502/122619/1502-122619-0015.flac","LibriSpeech/1502/122619/1502-122619-0015.flac"
289,"F",121652,"289-121652-0032",14.617233560090703,13.37501133786848,1.2422222222222228,37,0.7647058823529411,1,0,0,1,0,0,"LibriStutter/LibriStutter Audio/289/121652/289-121652-0032.flac","LibriSpeech/289/121652/289-121652-0032.flac"
4137,"F",11701,"4137-11701-0025",19.396643990929704,15.57002267573696,3.8266213151927424,36,0.6857142857142857,3,0,0,0,2,1,"LibriStutter/LibriStutter Audio/4137/11701/4137-11701-0025.flac","LibriSpeech/4137/11701/4137-11701-0025.flac"
8098,"M",278252,"8098-278252-0016",15.983038548752834,12.765034013605442,3.218004535147392,23,0.0,3,0,0,1,1,1,"LibriStutter/LibriStutter Audio/8098/278252/8098-278252-0016.flac","LibriSpeech/8098/278252/8098-278252-0016.flac"
2007,"F",149877,"2007-149877-0034",16.343854875283448,12.73002267573696,3.6138321995464864,33,0.71875,2,0,0,0,2,0,"LibriStutter/LibriStutter Audio/2007/149877/2007-149877-0034.flac","LibriSpeech/2007/149877/2007-149877-0034.flac"
1088,"F",134315,"1088-134315-0001",15.63501133786848,15.23501133786848,0.4000000000000003,48,0.7659574468085106,2,0,0,0,0,2,"LibriStutter/LibriStutter Audio/1088/134315/1088-134315-0001.flac","LibriSpeech/1088/134315/1088-134315-0001.flac"
5678,"M",43302,"5678-43302-0035",18.243356009070293,14.25501133786848,3.988344671201812,29,0.8571428571428571,3,0,1,1,0,1,"LibriStutter/LibriStutter Audio/5678/43302/5678-43302-0035.flac","LibriSpeech/5678/43302/5678-43302-0035.flac"
103,"F",1240,"103-1240-0024",18.304172335600907,15.27002267573696,3.034149659863946,52,0.8235294117647058,3,0,1,2,0,0,"LibriStutter/LibriStutter Audio/103/1240/103-1240-0024.flac","LibriSpeech/103/1240/103-1240-0024.flac"
1088,"F",129236,"1088-129236-0012",16.71156462585034,13.59501133786848,3.1165532879818585,45,0.8333333333333334,2,0,1,0,1,0,"LibriStutter/LibriStutter Audio/1088/129236/1088-129236-0012.flac","LibriSpeech/1088/129236/1088-129236-0012.flac"
1088,"F",129236,"1088-129236-0005",13.030022675736962,13.030022675736962,0.0,34,0.8787878787878788,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/1088/129236/1088-129236-0005.flac","LibriSpeech/1088/129236/1088-129236-0005.flac"
412,"M",126975,"412-126975-0075",13.38,13.38,0.0,25,1.0,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/412/126975/412-126975-0075.flac","LibriSpeech/412/126975/412-126975-0075.flac"
3240,"M",131231,"3240-131231-0048",13.048798185941044,11.57002267573696,1.4787755102040825,34,0.8787878787878788,2,0,1,1,0,0,"LibriStutter/LibriStutter Audio/3240/131231/3240-131231-0048.flac","LibriSpeech/3240/131231/3240-131231-0048.flac"
4018,"M",107338,"4018-107338-0024",14.107709750566894,13.205034013605442,0.9026757369614522,37,0.8611111111111112,2,0,0,1,0,1,"LibriStutter/LibriStutter Audio/4018/107338/4018-107338-0024.flac","LibriSpeech/4018/107338/4018-107338-0024.flac"
7067,"M",76047,"7067-76047-0048",14.769115646258504,13.35002267573696,1.4190929705215432,30,0.8620689655172413,2,0,2,0,0,0,"LibriStutter/LibriStutter Audio/7067/76047/7067-76047-0048.flac","LibriSpeech/7067/76047/7067-76047-0048.flac"
8095,"M",274346,"8095-274346-0024",15.68,15.68,0.0,41,0.0,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/8095/274346/8095-274346-0024.flac","LibriSpeech/8095/274346/8095-274346-0024.flac"
625,"M",132118,"625-132118-0049",14.940725623582766,13.110022675736962,1.830702947845804,21,0.7,2,0,0,0,1,1,"LibriStutter/LibriStutter Audio/625/132118/625-132118-0049.flac","LibriSpeech/625/132118/625-132118-0049.flac"
5561,"F",39621,"5561-39621-0038",11.030022675736962,11.030022675736962,0.0,34,0.8620689655172413,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/5561/39621/5561-39621-0038.flac","LibriSpeech/5561/39621/5561-39621-0038.flac"
2436,"M",2476,"2436-2476-0007",16.726984126984128,15.005034013605442,1.7219501133786856,47,0.6739130434782609,3,0,0,0,1,2,"LibriStutter/LibriStutter Audio/2436/2476/2436-2476-0007.flac","LibriSpeech/2436/2476/2436-2476-0007.flac"
2893,"M",139310,"2893-139310-0036",14.485034013605445,14.485034013605445,0.0,41,0.8974358974358975,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/2893/139310/2893-139310-0036.flac","LibriSpeech/2893/139310/2893-139310-0036.flac"
4137,"F",11701,"4137-11701-0045",16.956145124716553,13.8,3.156145124716552,45,0.7954545454545454,3,0,1,1,1,0,"LibriStutter/LibriStutter Audio/4137/11701/4137-11701-0045.flac","LibriSpeech/4137/11701/4137-11701-0045.flac"
5390,"M",30096,"5390-30096-0011",13.77002267573696,13.690022675736962,0.0799999999999983,33,0.75,1,0,0,0,0,1,"LibriStutter/LibriStutter Audio/5390/30096/5390-30096-0011.flac","LibriSpeech/5390/30096/5390-30096-0011.flac"
831,"M",130739,"831-130739-0013",15.177460317460318,14.77002267573696,0.4074376417233569,41,0.0,1,0,1,0,0,0,"LibriStutter/LibriStutter Audio/831/130739/831-130739-0013.flac","LibriSpeech/831/130739/831-130739-0013.flac"
412,"M",126975,"412-126975-0080",15.039954648526075,15.039954648526075,0.0,35,1.0,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/412/126975/412-126975-0080.flac","LibriSpeech/412/126975/412-126975-0080.flac"
1963,"F",147036,"1963-147036-0004",16.13891156462585,11.25002267573696,4.888888888888889,43,0.9285714285714286,2,0,0,1,1,0,"LibriStutter/LibriStutter Audio/1963/147036/1963-147036-0004.flac","LibriSpeech/1963/147036/1963-147036-0004.flac"
5561,"F",41616,"5561-41616-0035",8.878185941043084,7.965034013605442,0.9131519274376414,29,0.8214285714285714,1,0,0,1,0,0,"LibriStutter/LibriStutter Audio/5561/41616/5561-41616-0035.flac","LibriSpeech/5561/41616/5561-41616-0035.flac"
6437,"M",66172,"6437-66172-0006",16.418684807256234,14.67501133786848,1.743673469387753,45,0.8809523809523809,1,0,0,0,1,0,"LibriStutter/LibriStutter Audio/6437/66172/6437-66172-0006.flac","LibriSpeech/6437/66172/6437-66172-0006.flac"
1867,"M",154071,"1867-154071-0013",11.56562358276644,9.970022675736962,1.5956009070294783,33,0.78125,2,0,0,0,1,1,"LibriStutter/LibriStutter Audio/1867/154071/1867-154071-0013.flac","LibriSpeech/1867/154071/1867-154071-0013.flac"
831,"M",130746,"831-130746-0057",7.930022675736962,7.930022675736962,0.0,26,0.0,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/831/130746/831-130746-0057.flac","LibriSpeech/831/130746/831-130746-0057.flac"
2289,"M",152257,"2289-152257-0001",16.91269841269841,15.77501133786848,1.1376870748299304,54,0.8627450980392157,3,0,2,0,0,1,"LibriStutter/LibriStutter Audio/2289/152257/2289-152257-0001.flac","LibriSpeech/2289/152257/2289-152257-0001.flac"
8975,"F",270782,"8975-270782-0028",19.22063492063492,15.0,4.220634920634922,52,0.0,3,0,2,0,1,0,"LibriStutter/LibriStutter Audio/8975/270782/8975-270782-0028.flac","LibriSpeech/8975/270782/8975-270782-0028.flac"
7067,"M",76047,"7067-76047-0002",12.470839002267574,11.77501133786848,0.6958276643990935,30,0.8275862068965517,2,0,0,1,0,1,"LibriStutter/LibriStutter Audio/7067/76047/7067-76047-0002.flac","LibriSpeech/7067/76047/7067-76047-0002.flac"
2007,"F",149877,"2007-149877-0022",23.5449433106576,15.145034013605445,8.399909297052154,40,0.8421052631578947,3,0,1,1,1,0,"LibriStutter/LibriStutter Audio/2007/149877/2007-149877-0022.flac","LibriSpeech/2007/149877/2007-149877-0022.flac"
1088,"F",134315,"1088-134315-0013",8.957324263038549,8.609977324263038,0.3473469387755106,27,0.8076923076923077,1,0,1,0,0,0,"LibriStutter/LibriStutter Audio/1088/134315/1088-134315-0013.flac","LibriSpeech/1088/134315/1088-134315-0013.flac"
2989,"F",138035,"2989-138035-0031",3.5850340136054424,3.5850340136054424,0.0,8,0.4285714285714285,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/2989/138035/2989-138035-0031.flac","LibriSpeech/2989/138035/2989-138035-0031.flac"
7067,"M",76048,"7067-76048-0045",14.01002267573696,14.01002267573696,0.0,42,0.8048780487804879,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/7067/76048/7067-76048-0045.flac","LibriSpeech/7067/76048/7067-76048-0045.flac"
2436,"M",2477,"2436-2477-0029",20.306303854875285,13.4,6.906303854875285,34,0.6060606060606061,3,0,0,0,3,0,"LibriStutter/LibriStutter Audio/2436/2477/2436-2477-0029.flac","LibriSpeech/2436/2477/2436-2477-0029.flac"
8975,"F",270782,"8975-270782-0079",14.983310657596371,13.83002267573696,1.1532879818594104,34,0.0,1,0,0,1,0,0,"LibriStutter/LibriStutter Audio/8975/270782/8975-270782-0079.flac","LibriSpeech/8975/270782/8975-270782-0079.flac"
311,"M",124404,"311-124404-0079",6.46,6.46,0.0,22,0.9047619047619048,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/311/124404/311-124404-0079.flac","LibriSpeech/311/124404/311-124404-0079.flac"
78,"M",369,"78-369-0062",18.39269841269841,16.055011337868482,2.3376870748299297,42,0.0,3,0,0,2,0,1,"LibriStutter/LibriStutter Audio/78/369/78-369-0062.flac","LibriSpeech/78/369/78-369-0062.flac"
4853,"F",27670,"4853-27670-0012",17.26657596371882,15.41501133786848,1.85156462585034,37,0.75,3,0,2,0,0,1,"LibriStutter/LibriStutter Audio/4853/27670/4853-27670-0012.flac","LibriSpeech/4853/27670/4853-27670-0012.flac"
311,"M",124404,"311-124404-0032",11.654739229024944,9.98,1.6747392290249437,24,0.9565217391304348,1,0,0,0,1,0,"LibriStutter/LibriStutter Audio/311/124404/311-124404-0032.flac","LibriSpeech/311/124404/311-124404-0032.flac"
1743,"M",142912,"1743-142912-0022",16.138185941043083,14.690022675736962,1.4481632653061212,41,0.5,3,0,0,1,0,2,"LibriStutter/LibriStutter Audio/1743/142912/1743-142912-0022.flac","LibriSpeech/1743/142912/1743-142912-0022.flac"
412,"M",126975,"412-126975-0084",14.4,14.4,0.0,43,0.9047619047619048,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/412/126975/412-126975-0084.flac","LibriSpeech/412/126975/412-126975-0084.flac"
2893,"M",139322,"2893-139322-0011",21.37809523809524,13.51501133786848,7.863083900226757,33,0.71875,3,0,0,1,1,1,"LibriStutter/LibriStutter Audio/2893/139322/2893-139322-0011.flac","LibriSpeech/2893/139322/2893-139322-0011.flac"
78,"M",368,"78-368-0005",15.785034013605442,15.785034013605442,0.0,42,0.0,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/78/368/78-368-0005.flac","LibriSpeech/78/368/78-368-0005.flac"
445,"M",123860,"445-123860-0018",7.170022675736962,7.170022675736962,0.0,16,0.6,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/445/123860/445-123860-0018.flac","LibriSpeech/445/123860/445-123860-0018.flac"
2092,"F",145706,"2092-145706-0068",15.496462585034012,14.079954648526076,1.4165079365079372,37,0.8611111111111112,3,0,0,1,0,2,"LibriStutter/LibriStutter Audio/2092/145706/2092-145706-0068.flac","LibriSpeech/2092/145706/2092-145706-0068.flac"
1743,"M",142913,"1743-142913-0023",17.33687074829932,14.83002267573696,2.5068480725623576,37,0.5833333333333334,3,0,1,0,1,1,"LibriStutter/LibriStutter Audio/1743/142913/1743-142913-0023.flac","LibriSpeech/1743/142913/1743-142913-0023.flac"
5456,"M",62043,"5456-62043-0031",18.619954648526075,15.89501133786848,2.724943310657596,55,0.8301886792452831,3,0,1,1,0,1,"LibriStutter/LibriStutter Audio/5456/62043/5456-62043-0031.flac","LibriSpeech/5456/62043/5456-62043-0031.flac"
5678,"M",43303,"5678-43303-0015",17.83079365079365,15.74,2.0907936507936515,47,0.717391304347826,3,0,3,0,0,0,"LibriStutter/LibriStutter Audio/5678/43303/5678-43303-0015.flac","LibriSpeech/5678/43303/5678-43303-0015.flac"
4137,"F",11701,"4137-11701-0031",15.79111111111111,13.53496598639456,2.256145124716552,30,0.4827586206896552,3,0,0,1,0,2,"LibriStutter/LibriStutter Audio/4137/11701/4137-11701-0031.flac","LibriSpeech/4137/11701/4137-11701-0031.flac"
1743,"M",142913,"1743-142913-0024",15.315827664399093,14.9,0.4158276643990923,43,0.7380952380952381,1,0,1,0,0,0,"LibriStutter/LibriStutter Audio/1743/142913/1743-142913-0024.flac","LibriSpeech/1743/142913/1743-142913-0024.flac"
3240,"M",131231,"3240-131231-0043",9.706303854875284,7.925034013605442,1.7812698412698411,16,0.5333333333333333,1,0,0,0,1,0,"LibriStutter/LibriStutter Audio/3240/131231/3240-131231-0043.flac","LibriSpeech/3240/131231/3240-131231-0043.flac"
2989,"F",138035,"2989-138035-0052",12.60671201814059,11.27501133786848,1.3317006802721083,34,0.7575757575757576,2,0,0,1,0,1,"LibriStutter/LibriStutter Audio/2989/138035/2989-138035-0052.flac","LibriSpeech/2989/138035/2989-138035-0052.flac"
7780,"F",274562,"7780-274562-0071",17.939909297052154,13.01501133786848,4.924897959183673,27,0.7692307692307693,3,0,0,0,2,1,"LibriStutter/LibriStutter Audio/7780/274562/7780-274562-0071.flac","LibriSpeech/7780/274562/7780-274562-0071.flac"
87,"F",121553,"87-121553-0054",16.150022675736963,16.150022675736963,0.0,46,0.0,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/87/121553/87-121553-0054.flac","LibriSpeech/87/121553/87-121553-0054.flac"
7113,"F",86041,"7113-86041-0045",16.599637188208618,14.845034013605442,1.7546031746031758,35,0.6764705882352942,3,0,0,2,0,1,"LibriStutter/LibriStutter Audio/7113/86041/7113-86041-0045.flac","LibriSpeech/7113/86041/7113-86041-0045.flac"
289,"F",121652,"289-121652-0035",20.42326530612245,15.4,5.023265306122449,39,0.7368421052631579,3,0,0,2,1,0,"LibriStutter/LibriStutter Audio/289/121652/289-121652-0035.flac","LibriSpeech/289/121652/289-121652-0035.flac"
7067,"M",76047,"7067-76047-0010",22.91950113378685,15.71501133786848,7.204489795918368,35,0.7878787878787878,3,0,2,0,1,0,"LibriStutter/LibriStutter Audio/7067/76047/7067-76047-0010.flac","LibriSpeech/7067/76047/7067-76047-0010.flac"
1963,"F",142393,"1963-142393-0021",12.246984126984128,11.585034013605442,0.6619501133786851,30,0.7241379310344828,1,0,0,1,0,0,"LibriStutter/LibriStutter Audio/1963/142393/1963-142393-0021.flac","LibriSpeech/1963/142393/1963-142393-0021.flac"
78,"M",369,"78-369-0009",17.230521541950115,14.685034013605442,2.5454875283446725,38,0.0,3,0,1,0,1,1,"LibriStutter/LibriStutter Audio/78/369/78-369-0009.flac","LibriSpeech/78/369/78-369-0009.flac"
4018,"M",107312,"4018-107312-0001",22.201179138322,14.71501133786848,7.486167800453517,37,0.5428571428571428,3,0,0,0,3,0,"LibriStutter/LibriStutter Audio/4018/107312/4018-107312-0001.flac","LibriSpeech/4018/107312/4018-107312-0001.flac"
8238,"F",274553,"8238-274553-0066",16.447936507936507,15.23501133786848,1.2129251700680277,32,0.0,1,0,0,1,0,0,"LibriStutter/LibriStutter Audio/8238/274553/8238-274553-0066.flac","LibriSpeech/8238/274553/8238-274553-0066.flac"
2836,"F",5354,"2836-5354-0031",22.877959183673468,15.13501133786848,7.742947845804988,45,0.6363636363636364,3,0,1,0,2,0,"LibriStutter/LibriStutter Audio/2836/5354/2836-5354-0031.flac","LibriSpeech/2836/5354/2836-5354-0031.flac"
103,"F",1241,"103-1241-0003",15.841451247165534,13.88503401360544,1.956417233560092,44,0.627906976744186,3,0,1,0,1,1,"LibriStutter/LibriStutter Audio/103/1241/103-1241-0003.flac","LibriSpeech/103/1241/103-1241-0003.flac"
7517,"F",100437,"7517-100437-0004",5.974240362811791,5.06,0.9142403628117916,12,0.9090909090909092,1,0,1,0,0,0,"LibriStutter/LibriStutter Audio/7517/100437/7517-100437-0004.flac","LibriSpeech/7517/100437/7517-100437-0004.flac"
1963,"F",147036,"1963-147036-0006",16.388299319727892,13.67002267573696,2.718276643990931,43,0.902439024390244,3,0,0,1,1,1,"LibriStutter/LibriStutter Audio/1963/147036/1963-147036-0006.flac","LibriSpeech/1963/147036/1963-147036-0006.flac"
311,"M",124404,"311-124404-0017",19.041678004535147,15.3,3.741678004535146,47,0.8666666666666667,3,0,2,0,1,0,"LibriStutter/LibriStutter Audio/311/124404/311-124404-0017.flac","LibriSpeech/311/124404/311-124404-0017.flac"
1926,"F",147979,"1926-147979-0015",9.164489795918367,8.36,0.8044897959183679,23,0.5909090909090909,1,0,0,0,1,0,"LibriStutter/LibriStutter Audio/1926/147979/1926-147979-0015.flac","LibriSpeech/1926/147979/1926-147979-0015.flac"
2518,"M",154825,"2518-154825-0033",16.521768707482995,13.63501133786848,2.8867573696145143,36,0.7428571428571429,3,0,1,0,1,1,"LibriStutter/LibriStutter Audio/2518/154825/2518-154825-0033.flac","LibriSpeech/2518/154825/2518-154825-0033.flac"
5456,"M",62014,"5456-62014-0000",16.143537414965987,15.24,0.9035374149659868,42,0.7560975609756098,3,0,1,0,0,2,"LibriStutter/LibriStutter Audio/5456/62014/5456-62014-0000.flac","LibriSpeech/5456/62014/5456-62014-0000.flac"
78,"M",368,"78-368-0030",13.35002267573696,13.35002267573696,0.0,31,0.0,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/78/368/78-368-0030.flac","LibriSpeech/78/368/78-368-0030.flac"
7113,"F",86041,"7113-86041-0057",22.835238095238097,14.84,7.995238095238097,34,0.6666666666666666,3,0,0,1,1,1,"LibriStutter/LibriStutter Audio/7113/86041/7113-86041-0057.flac","LibriSpeech/7113/86041/7113-86041-0057.flac"
5561,"F",41615,"5561-41615-0008",7.910022675736961,7.910022675736961,0.0,19,0.6666666666666666,0,0,0,0,0,0,"LibriStutter/LibriStutter Audio/5561/41615/5561-41615-0008.flac","LibriSpeech/5561/41615/5561-41615-0008.flac"
2092,"F",145706,"2092-145706-0082",16.30344671201814,15.13501133786848,1.1684353741496594,41,0.918918918918919,1,0,1,0,0,0,"LibriStutter/LibriStutter Audio/2092/145706/2092-145706-0082.flac","LibriSpeech/2092/145706/2092-145706-0082.flac"
7113,"F",86041,"7113-86041-0079",15.503673469387754,13.44,2.063673469387755,32,0.9032258064516128,3,0,1,2,0,0,"LibriStutter/LibriStutter Audio/7113/86041/7113-86041-0079.flac","LibriSpeech/7113/86041/7113-86041-0079.flac"
